name,lat,lon,category
condo165,1.29602981016717,103.82855385728,condo
condo166,1.30252103215856,103.848368211637,condo
condo167,1.29060694545576,103.817866920135,condo
condo168,1.33033787813249,103.840265901546,condo
condo169,1.29622207844163,103.82908544855,condo
condo170,1.33924560642212,103.869770060845,condo
condo171,1.31404425678498,103.841922909924,condo
condo172,1.29829067681172,103.833377647901,condo
condo173,1.37750076552963,103.959420693377,condo
condo174,1.29451193637718,103.826758235545,condo
condo175,1.42477003544273,103.848053591909,condo
condo176,1.36529442663066,103.87494964691,condo
condo177,1.34409382685536,103.867487235831,condo
condo178,1.31269286351102,103.91441930412,condo
condo179,1.31572120937619,103.888837131268,condo
condo180,1.31770229019936,103.774441002367,condo
condo181,1.31253129900962,103.888139939124,condo
condo182,1.31809073406194,103.831076582966,condo
condo183,1.32553401753237,103.86549809331,condo
condo184,1.31044101002298,103.806375878889,condo
condo185,1.31290426949308,103.903549123093,condo
condo186,1.30317974470181,103.827666227705,condo
condo187,1.30303635048621,103.898813054006,condo
condo188,1.32771900350227,103.867508708943,condo
condo189,1.30506975227221,103.821463236807,condo
condo190,1.32479229453516,103.85012690661,condo
condo191,1.30948276318529,103.911720115974,condo
condo192,1.29008339576408,103.839199219609,condo
condo193,1.36410574565492,103.763670992519,condo
condo194,1.31073730302078,103.919878702817,condo
condo195,1.33315148879487,103.78480165429,condo
condo196,1.33521989433288,103.7818413386,condo
condo197,1.31717253191527,103.911127649026,condo
condo198,1.31345709214795,103.886467318231,condo
condo199,1.3522029527063,103.880173191904,condo
condo200,1.34197293873428,103.882635407026,condo
condo201,1.29423111118019,103.825834609771,condo
condo202,1.35348082277147,103.878828134896,condo
condo203,1.30983669240885,103.877503215165,condo
condo204,1.2927264240571,103.833230428048,condo
condo205,1.31797271874983,103.888778294506,condo
condo206,1.26625830660217,103.810803288694,condo
condo207,1.33735977355321,103.851197793444,condo
condo208,1.29812444550056,103.834066449377,condo
condo209,1.31814997971255,103.912189356489,condo
condo210,1.30535121238071,103.788347370864,condo
condo211,1.30768595251898,103.830185347453,condo
condo212,1.29850482255037,103.825566227543,condo
condo213,1.30712053650072,103.904430853105,condo
condo214,1.34458172465993,103.769317249406,condo
condo215,1.36862891294021,103.876930253453,condo
condo216,1.34989702815562,103.84017551079,condo
condo217,1.34222723540446,103.769756933042,condo
condo218,1.30441672235897,103.784278626735,condo
condo219,1.31577493252134,103.945189532444,condo
condo220,1.34366958875438,103.869789827423,condo
condo221,1.32758458776964,103.907691468201,condo
condo222,1.32813009986287,103.943753344958,condo
condo223,1.3249477928719,103.805704361472,condo
condo224,1.3186903015874,103.906159705703,condo
condo225,1.32626870727644,103.866142673614,condo
condo226,1.34513697879955,103.725971213636,condo
condo227,1.36365700164603,103.885033559983,condo
condo228,1.31230752039196,103.934927867972,condo
condo229,1.30930458520869,103.879851001095,condo
condo230,1.31786521916555,103.903967184717,condo
condo231,1.27918151826735,103.789146426568,condo
condo232,1.29644995684098,103.834439535286,condo
condo233,1.30921416741461,103.830896261502,condo
condo234,1.31953328897071,103.84662602278,condo
condo235,1.31225903171368,103.893139764788,condo
